"uniprot_id","mirna/enriched_term"
"Q170K4","aae-mir-34-5p"
"Q170K4","Cell differentiation"
"Q170K8","aae-mir-34-5p"
"Q170K8","Cell differentiation"
"Q170V1","aae-mir-34-5p"
"Q170V1","Cell differentiation"
"Q171J8","aae-mir-34-5p"
"Q171J8","Cell differentiation"
"Q172L3","aae-mir-34-5p"
"Q172L3","Cell differentiation"
"Q174K3","aae-mir-34-5p"
"Q174K3","Cell differentiation"
"Q174W8","aae-mir-34-5p"
"Q174W8","Cell differentiation"
"Q176B9","aae-mir-34-5p"
"Q176B9","Cell differentiation"
"Q176R2","aae-mir-34-5p"
"Q176R2","Cell differentiation"
"Q177R3","aae-mir-34-5p"
"Q177R3","Cell differentiation"
"Q178N5","aae-mir-34-5p"
"Q178N5","Cell differentiation"
"Q178X8","aae-mir-34-5p"
"Q178X8","Cell differentiation"
"Q17BN5","aae-mir-34-5p"
"Q17BN5","Cell differentiation"
"Q17BY7","aae-mir-34-5p"
"Q17BY7","Cell differentiation"
"Q17C29","aae-mir-34-5p"
"Q17C29","Cell differentiation"
"Q17C39","aae-mir-34-5p"
"Q17C39","Cell differentiation"
"Q17C93","aae-mir-34-5p"
"Q17C93","Cell differentiation"
"Q17D24","aae-mir-34-5p"
"Q17D24","Cell differentiation"
"Q17DB6","aae-mir-34-5p"
"Q17DB6","Cell differentiation"
"Q17DL2","aae-mir-34-5p"
"Q17DL2","Cell differentiation"
"Q17E44","aae-mir-34-5p"
"Q17E44","Cell differentiation"
"Q17EB3","aae-mir-34-5p"
"Q17EB3","Cell differentiation"
"Q17F07","aae-mir-34-5p"
"Q17F07","Cell differentiation"
"Q17F08","aae-mir-34-5p"
"Q17F08","Cell differentiation"
"Q17F71","aae-mir-34-5p"
"Q17F71","Cell differentiation"
"Q17FE8","aae-mir-34-5p"
"Q17FE8","Cell differentiation"
"Q17FE9","aae-mir-34-5p"
"Q17FE9","Cell differentiation"
"Q17G69","aae-mir-34-5p"
"Q17G69","Cell differentiation"
"Q17GP3","aae-mir-34-5p"
"Q17GP3","Cell differentiation"
"Q17HS6","aae-mir-34-5p"
"Q17HS6","Cell differentiation"
"Q17I67","aae-mir-34-5p"
"Q17I67","Cell differentiation"
"Q17IK5","aae-mir-34-5p"
"Q17IK5","Cell differentiation"
"Q17IL0","aae-mir-34-5p"
"Q17IL0","Cell differentiation"
"Q17J33","aae-mir-34-5p"
"Q17J33","Cell differentiation"
"Q17JY3","aae-mir-34-5p"
"Q17JY3","Cell differentiation"
"Q17KU1","aae-mir-34-5p"
"Q17KU1","Cell differentiation"
"Q17L66","aae-mir-34-5p"
"Q17L66","Cell differentiation"
"Q17L67","aae-mir-34-5p"
"Q17L67","Cell differentiation"
"Q17MT6","aae-mir-34-5p"
"Q17MT6","Cell differentiation"
"Q17MX1","aae-mir-34-5p"
"Q17MX1","Cell differentiation"
"Q17MX6","aae-mir-34-5p"
"Q17MX6","Cell differentiation"
"Q17MX7","aae-mir-34-5p"
"Q17MX7","Cell differentiation"
"Q17N01","aae-mir-34-5p"
"Q17N01","Cell differentiation"
"Q17NC1","aae-mir-34-5p"
"Q17NC1","Cell differentiation"
"Q17NE5","aae-mir-34-5p"
"Q17NE5","Cell differentiation"
"Q17NJ1","aae-mir-34-5p"
"Q17NJ1","Cell differentiation"
"Q17NP6","aae-mir-34-5p"
"Q17NP6","Cell differentiation"
"Q17P09","aae-mir-34-5p"
"Q17P09","Cell differentiation"
"Q17PG3","aae-mir-34-5p"
"Q17PG3","Cell differentiation"
"Q17PT9","aae-mir-34-5p"
"Q17PT9","Cell differentiation"
"Q17PU2","aae-mir-34-5p"
"Q17PU2","Cell differentiation"
"J9EAN8","aae-mir-34-5p"
"J9EAN8","Multicellular organism development"
"J9HTV7","aae-mir-34-5p"
"J9HTV7","Multicellular organism development"
"Q0C7B1","aae-mir-34-5p"
"Q0C7B1","Multicellular organism development"
"Q0IF14","aae-mir-34-5p"
"Q0IF14","Multicellular organism development"
"Q0IG29","aae-mir-34-5p"
"Q0IG29","Multicellular organism development"
"Q16FK4","aae-mir-34-5p"
"Q16FK4","Multicellular organism development"
"Q16G14","aae-mir-34-5p"
"Q16G14","Multicellular organism development"
"Q16GL8","aae-mir-34-5p"
"Q16GL8","Multicellular organism development"
"Q16HK0","aae-mir-34-5p"
"Q16HK0","Multicellular organism development"
"Q16I15","aae-mir-34-5p"
"Q16I15","Multicellular organism development"
"Q16I75","aae-mir-34-5p"
"Q16I75","Multicellular organism development"
"Q16I88","aae-mir-34-5p"
"Q16I88","Multicellular organism development"
"Q16IN4","aae-mir-34-5p"
"Q16IN4","Multicellular organism development"
"Q16IW8","aae-mir-34-5p"
"Q16IW8","Multicellular organism development"
"Q16JC3","aae-mir-34-5p"
"Q16JC3","Multicellular organism development"
"Q16KQ8","aae-mir-34-5p"
"Q16KQ8","Multicellular organism development"
"Q16KQ9","aae-mir-34-5p"
"Q16KQ9","Multicellular organism development"
"Q16KR0","aae-mir-34-5p"
"Q16KR0","Multicellular organism development"
"Q16L96","aae-mir-34-5p"
"Q16L96","Multicellular organism development"
"Q16LK0","aae-mir-34-5p"
"Q16LK0","Multicellular organism development"
"Q16LS6","aae-mir-34-5p"
"Q16LS6","Multicellular organism development"
"Q16LX7","aae-mir-34-5p"
"Q16LX7","Multicellular organism development"
"Q16MK4","aae-mir-34-5p"
"Q16MK4","Multicellular organism development"
"Q16N83","aae-mir-34-5p"
"Q16N83","Multicellular organism development"
"Q16N85","aae-mir-34-5p"
"Q16N85","Multicellular organism development"
"Q16PP6","aae-mir-34-5p"
"Q16PP6","Multicellular organism development"
"Q16PT5","aae-mir-34-5p"
"Q16PT5","Multicellular organism development"
"Q16R23","aae-mir-34-5p"
"Q16R23","Multicellular organism development"
"Q16R65","aae-mir-34-5p"
"Q16R65","Multicellular organism development"
"Q16R88","aae-mir-34-5p"
"Q16R88","Multicellular organism development"
"Q16RM1","aae-mir-34-5p"
"Q16RM1","Multicellular organism development"
"Q16RU6","aae-mir-34-5p"
"Q16RU6","Multicellular organism development"
"Q16S36","aae-mir-34-5p"
"Q16S36","Multicellular organism development"
"Q16SB0","aae-mir-34-5p"
"Q16SB0","Multicellular organism development"
"Q16TM2","aae-mir-34-5p"
"Q16TM2","Multicellular organism development"
"Q16TR7","aae-mir-34-5p"
"Q16TR7","Multicellular organism development"
"Q16U10","aae-mir-34-5p"
"Q16U10","Multicellular organism development"
"Q16U87","aae-mir-34-5p"
"Q16U87","Multicellular organism development"
"Q16U90","aae-mir-34-5p"
"Q16U90","Multicellular organism development"
"Q16VM1","aae-mir-34-5p"
"Q16VM1","Multicellular organism development"
"Q16VP6","aae-mir-34-5p"
"Q16VP6","Multicellular organism development"
"Q16W03","aae-mir-34-5p"
"Q16W03","Multicellular organism development"
"Q16WF1","aae-mir-34-5p"
"Q16WF1","Multicellular organism development"
"Q16WM1","aae-mir-34-5p"
"Q16WM1","Multicellular organism development"
"Q16XA3","aae-mir-34-5p"
"Q16XA3","Multicellular organism development"
"Q16XT3","aae-mir-34-5p"
"Q16XT3","Multicellular organism development"
"Q16YG3","aae-mir-34-5p"
"Q16YG3","Multicellular organism development"
"Q16YG5","aae-mir-34-5p"
"Q16YG5","Multicellular organism development"
"Q16YG8","aae-mir-34-5p"
"Q16YG8","Multicellular organism development"
"Q16YZ8","aae-mir-34-5p"
"Q16YZ8","Multicellular organism development"
"Q16YZ9","aae-mir-34-5p"
"Q16YZ9","Multicellular organism development"
"Q16Z01","aae-mir-34-5p"
"Q16Z01","Multicellular organism development"
"Q16ZB6","aae-mir-34-5p"
"Q16ZB6","Multicellular organism development"
"Q170K4","aae-mir-34-5p"
"Q170K4","Multicellular organism development"
"Q170K8","aae-mir-34-5p"
"Q170K8","Multicellular organism development"
"Q170V1","aae-mir-34-5p"
"Q170V1","Multicellular organism development"
"Q171J8","aae-mir-34-5p"
"Q171J8","Multicellular organism development"
"Q172L3","aae-mir-34-5p"
"Q172L3","Multicellular organism development"
"Q173B0","aae-mir-34-5p"
"Q173B0","Multicellular organism development"
"Q174K3","aae-mir-34-5p"
"Q174K3","Multicellular organism development"
"Q174R8","aae-mir-34-5p"
"Q174R8","Multicellular organism development"
"Q174R9","aae-mir-34-5p"
"Q174R9","Multicellular organism development"
"Q174W8","aae-mir-34-5p"
"Q174W8","Multicellular organism development"
"Q177R3","aae-mir-34-5p"
"Q177R3","Multicellular organism development"
"Q17A00","aae-mir-34-5p"
"Q17A00","Multicellular organism development"
"Q17BK4","aae-mir-34-5p"
"Q17BK4","Multicellular organism development"
"Q17BN5","aae-mir-34-5p"
"Q17BN5","Multicellular organism development"
"Q17BY7","aae-mir-34-5p"
"Q17BY7","Multicellular organism development"
"Q17C29","aae-mir-34-5p"
"Q17C29","Multicellular organism development"
"Q17C39","aae-mir-34-5p"
"Q17C39","Multicellular organism development"
"Q17C93","aae-mir-34-5p"
"Q17C93","Multicellular organism development"
"Q17CG1","aae-mir-34-5p"
"Q17CG1","Multicellular organism development"
"Q17D24","aae-mir-34-5p"
"Q17D24","Multicellular organism development"
"Q17DB6","aae-mir-34-5p"
"Q17DB6","Multicellular organism development"
"Q17DL2","aae-mir-34-5p"
"Q17DL2","Multicellular organism development"
"Q17DM5","aae-mir-34-5p"
"Q17DM5","Multicellular organism development"
"Q17E44","aae-mir-34-5p"
"Q17E44","Multicellular organism development"
"Q17EB3","aae-mir-34-5p"
"Q17EB3","Multicellular organism development"
"Q17F07","aae-mir-34-5p"
"Q17F07","Multicellular organism development"
"Q17F08","aae-mir-34-5p"
"Q17F08","Multicellular organism development"
"Q17F71","aae-mir-34-5p"
"Q17F71","Multicellular organism development"
"Q17G69","aae-mir-34-5p"
"Q17G69","Multicellular organism development"
"Q17GF2","aae-mir-34-5p"
"Q17GF2","Multicellular organism development"
"Q17GP3","aae-mir-34-5p"
"Q17GP3","Multicellular organism development"
"Q17GP4","aae-mir-34-5p"
"Q17GP4","Multicellular organism development"
"Q17H75","aae-mir-34-5p"
"Q17H75","Multicellular organism development"
"Q17HS6","aae-mir-34-5p"
"Q17HS6","Multicellular organism development"
"Q17I67","aae-mir-34-5p"
"Q17I67","Multicellular organism development"
"Q17IC7","aae-mir-34-5p"
"Q17IC7","Multicellular organism development"
"Q17IK5","aae-mir-34-5p"
"Q17IK5","Multicellular organism development"
"Q17IL0","aae-mir-34-5p"
"Q17IL0","Multicellular organism development"
"Q17J33","aae-mir-34-5p"
"Q17J33","Multicellular organism development"
"Q17JY3","aae-mir-34-5p"
"Q17JY3","Multicellular organism development"
"Q17K58","aae-mir-34-5p"
"Q17K58","Multicellular organism development"
"Q17K67","aae-mir-34-5p"
"Q17K67","Multicellular organism development"
"Q17K68","aae-mir-34-5p"
"Q17K68","Multicellular organism development"
"Q17KU1","aae-mir-34-5p"
"Q17KU1","Multicellular organism development"
"Q17L13","aae-mir-34-5p"
"Q17L13","Multicellular organism development"
"Q17L66","aae-mir-34-5p"
"Q17L66","Multicellular organism development"
"Q17L67","aae-mir-34-5p"
"Q17L67","Multicellular organism development"
"Q17LA6","aae-mir-34-5p"
"Q17LA6","Multicellular organism development"
"Q17LI9","aae-mir-34-5p"
"Q17LI9","Multicellular organism development"
"Q17MT6","aae-mir-34-5p"
"Q17MT6","Multicellular organism development"
"Q17MX1","aae-mir-34-5p"
"Q17MX1","Multicellular organism development"
"Q17MX6","aae-mir-34-5p"
"Q17MX6","Multicellular organism development"
"Q17MX7","aae-mir-34-5p"
"Q17MX7","Multicellular organism development"
"Q17N01","aae-mir-34-5p"
"Q17N01","Multicellular organism development"
"Q17NC1","aae-mir-34-5p"
"Q17NC1","Multicellular organism development"
"Q17NE5","aae-mir-34-5p"
"Q17NE5","Multicellular organism development"
"Q17NJ1","aae-mir-34-5p"
"Q17NJ1","Multicellular organism development"
"Q17NP6","aae-mir-34-5p"
"Q17NP6","Multicellular organism development"
"Q17PG3","aae-mir-34-5p"
"Q17PG3","Multicellular organism development"
"Q17PN7","aae-mir-34-5p"
"Q17PN7","Multicellular organism development"
"Q17PT9","aae-mir-34-5p"
"Q17PT9","Multicellular organism development"
"Q17PU2","aae-mir-34-5p"
"Q17PU2","Multicellular organism development"
"J9EAF0","aae-mir-34-5p"
"J9EAF0","Multicellular organismal process"
"J9EAN8","aae-mir-34-5p"
"J9EAN8","Multicellular organismal process"
"J9HTV7","aae-mir-34-5p"
"J9HTV7","Multicellular organismal process"
"Q0C7B1","aae-mir-34-5p"
"Q0C7B1","Multicellular organismal process"
"Q0IF14","aae-mir-34-5p"
"Q0IF14","Multicellular organismal process"
"Q0IG29","aae-mir-34-5p"
"Q0IG29","Multicellular organismal process"
"Q16EP6","aae-mir-34-5p"
"Q16EP6","Multicellular organismal process"
"Q16FK4","aae-mir-34-5p"
"Q16FK4","Multicellular organismal process"
"Q16G14","aae-mir-34-5p"
"Q16G14","Multicellular organismal process"
"Q16GL8","aae-mir-34-5p"
"Q16GL8","Multicellular organismal process"
"Q16HK0","aae-mir-34-5p"
"Q16HK0","Multicellular organismal process"
"Q16I15","aae-mir-34-5p"
"Q16I15","Multicellular organismal process"
"Q16I75","aae-mir-34-5p"
"Q16I75","Multicellular organismal process"
"Q16I88","aae-mir-34-5p"
"Q16I88","Multicellular organismal process"
"Q16II4","aae-mir-34-5p"
"Q16II4","Multicellular organismal process"
"Q16II5","aae-mir-34-5p"
"Q16II5","Multicellular organismal process"
"Q16IN4","aae-mir-34-5p"
"Q16IN4","Multicellular organismal process"
"Q16IW8","aae-mir-34-5p"
"Q16IW8","Multicellular organismal process"
"Q16JC3","aae-mir-34-5p"
"Q16JC3","Multicellular organismal process"
"Q16JN7","aae-mir-34-5p"
"Q16JN7","Multicellular organismal process"
"Q16KQ8","aae-mir-34-5p"
"Q16KQ8","Multicellular organismal process"
"Q16KQ9","aae-mir-34-5p"
"Q16KQ9","Multicellular organismal process"
"Q16KR0","aae-mir-34-5p"
"Q16KR0","Multicellular organismal process"
"Q16L96","aae-mir-34-5p"
"Q16L96","Multicellular organismal process"
"Q16LK0","aae-mir-34-5p"
"Q16LK0","Multicellular organismal process"
"Q16LS6","aae-mir-34-5p"
"Q16LS6","Multicellular organismal process"
"Q16LX7","aae-mir-34-5p"
"Q16LX7","Multicellular organismal process"
"Q16MK4","aae-mir-34-5p"
"Q16MK4","Multicellular organismal process"
"Q16N83","aae-mir-34-5p"
"Q16N83","Multicellular organismal process"
"Q16N85","aae-mir-34-5p"
"Q16N85","Multicellular organismal process"
"Q16NB0","aae-mir-34-5p"
"Q16NB0","Multicellular organismal process"
"Q16NC7","aae-mir-34-5p"
"Q16NC7","Multicellular organismal process"
"Q16ND4","aae-mir-34-5p"
"Q16ND4","Multicellular organismal process"
"Q16NP6","aae-mir-34-5p"
"Q16NP6","Multicellular organismal process"
"Q16P38","aae-mir-34-5p"
"Q16P38","Multicellular organismal process"
"Q16PP6","aae-mir-34-5p"
"Q16PP6","Multicellular organismal process"
"Q16PT5","aae-mir-34-5p"
"Q16PT5","Multicellular organismal process"
"Q16QJ6","aae-mir-34-5p"
"Q16QJ6","Multicellular organismal process"
"Q16QU1","aae-mir-34-5p"
"Q16QU1","Multicellular organismal process"
"Q16R23","aae-mir-34-5p"
"Q16R23","Multicellular organismal process"
"Q16R65","aae-mir-34-5p"
"Q16R65","Multicellular organismal process"
"Q16R88","aae-mir-34-5p"
"Q16R88","Multicellular organismal process"
"Q16RM1","aae-mir-34-5p"
"Q16RM1","Multicellular organismal process"
"Q16RN4","aae-mir-34-5p"
"Q16RN4","Multicellular organismal process"
"Q16RU6","aae-mir-34-5p"
"Q16RU6","Multicellular organismal process"
"Q16RY8","aae-mir-34-5p"
"Q16RY8","Multicellular organismal process"
"Q16S36","aae-mir-34-5p"
"Q16S36","Multicellular organismal process"
"Q16SB0","aae-mir-34-5p"
"Q16SB0","Multicellular organismal process"
"Q16TM2","aae-mir-34-5p"
"Q16TM2","Multicellular organismal process"
"Q16TR7","aae-mir-34-5p"
"Q16TR7","Multicellular organismal process"
"Q16TV9","aae-mir-34-5p"
"Q16TV9","Multicellular organismal process"
"Q16U10","aae-mir-34-5p"
"Q16U10","Multicellular organismal process"
"Q16U87","aae-mir-34-5p"
"Q16U87","Multicellular organismal process"
"Q16U90","aae-mir-34-5p"
"Q16U90","Multicellular organismal process"
"Q16UG5","aae-mir-34-5p"
"Q16UG5","Multicellular organismal process"
"Q16UU9","aae-mir-34-5p"
"Q16UU9","Multicellular organismal process"
"Q16VM1","aae-mir-34-5p"
"Q16VM1","Multicellular organismal process"
"Q16VP6","aae-mir-34-5p"
"Q16VP6","Multicellular organismal process"
"Q16W03","aae-mir-34-5p"
"Q16W03","Multicellular organismal process"
"Q16WF1","aae-mir-34-5p"
"Q16WF1","Multicellular organismal process"
"Q16WM1","aae-mir-34-5p"
"Q16WM1","Multicellular organismal process"
"Q16XA3","aae-mir-34-5p"
"Q16XA3","Multicellular organismal process"
"Q16XT3","aae-mir-34-5p"
"Q16XT3","Multicellular organismal process"
"Q16YG3","aae-mir-34-5p"
"Q16YG3","Multicellular organismal process"
"Q16YG5","aae-mir-34-5p"
"Q16YG5","Multicellular organismal process"
"Q16YG8","aae-mir-34-5p"
"Q16YG8","Multicellular organismal process"
"Q16YZ8","aae-mir-34-5p"
"Q16YZ8","Multicellular organismal process"
"Q16YZ9","aae-mir-34-5p"
"Q16YZ9","Multicellular organismal process"
"Q16Z01","aae-mir-34-5p"
"Q16Z01","Multicellular organismal process"
"Q16ZB6","aae-mir-34-5p"
"Q16ZB6","Multicellular organismal process"
"Q170K4","aae-mir-34-5p"
"Q170K4","Multicellular organismal process"
"Q170K8","aae-mir-34-5p"
"Q170K8","Multicellular organismal process"
"Q170V1","aae-mir-34-5p"
"Q170V1","Multicellular organismal process"
"Q171J8","aae-mir-34-5p"
"Q171J8","Multicellular organismal process"
"Q172L3","aae-mir-34-5p"
"Q172L3","Multicellular organismal process"
"Q173B0","aae-mir-34-5p"
"Q173B0","Multicellular organismal process"
"Q174K3","aae-mir-34-5p"
"Q174K3","Multicellular organismal process"
"Q174R8","aae-mir-34-5p"
"Q174R8","Multicellular organismal process"
"Q174R9","aae-mir-34-5p"
"Q174R9","Multicellular organismal process"
"Q174W8","aae-mir-34-5p"
"Q174W8","Multicellular organismal process"
"Q176R2","aae-mir-34-5p"
"Q176R2","Multicellular organismal process"
"Q176T7","aae-mir-34-5p"
"Q176T7","Multicellular organismal process"
"Q177R3","aae-mir-34-5p"
"Q177R3","Multicellular organismal process"
"Q178N5","aae-mir-34-5p"
"Q178N5","Multicellular organismal process"
"Q17A00","aae-mir-34-5p"
"Q17A00","Multicellular organismal process"
"Q17AG5","aae-mir-34-5p"
"Q17AG5","Multicellular organismal process"
"Q17AX2","aae-mir-34-5p"
"Q17AX2","Multicellular organismal process"
"Q17B43","aae-mir-34-5p"
"Q17B43","Multicellular organismal process"
"Q17B44","aae-mir-34-5p"
"Q17B44","Multicellular organismal process"
"Q17BK4","aae-mir-34-5p"
"Q17BK4","Multicellular organismal process"
"Q17BN5","aae-mir-34-5p"
"Q17BN5","Multicellular organismal process"
"Q17BY7","aae-mir-34-5p"
"Q17BY7","Multicellular organismal process"
"Q17C29","aae-mir-34-5p"
"Q17C29","Multicellular organismal process"
"Q17C39","aae-mir-34-5p"
"Q17C39","Multicellular organismal process"
"Q17C93","aae-mir-34-5p"
"Q17C93","Multicellular organismal process"
"Q17CG1","aae-mir-34-5p"
"Q17CG1","Multicellular organismal process"
"Q17D24","aae-mir-34-5p"
"Q17D24","Multicellular organismal process"
"Q17DB6","aae-mir-34-5p"
"Q17DB6","Multicellular organismal process"
"Q17DL2","aae-mir-34-5p"
"Q17DL2","Multicellular organismal process"
"Q17DM5","aae-mir-34-5p"
"Q17DM5","Multicellular organismal process"
"Q17E44","aae-mir-34-5p"
"Q17E44","Multicellular organismal process"
"Q17EB3","aae-mir-34-5p"
"Q17EB3","Multicellular organismal process"
"Q17F07","aae-mir-34-5p"
"Q17F07","Multicellular organismal process"
"Q17F08","aae-mir-34-5p"
"Q17F08","Multicellular organismal process"
"Q17F71","aae-mir-34-5p"
"Q17F71","Multicellular organismal process"
"Q17G54","aae-mir-34-5p"
"Q17G54","Multicellular organismal process"
"Q17G69","aae-mir-34-5p"
"Q17G69","Multicellular organismal process"
"Q17G70","aae-mir-34-5p"
"Q17G70","Multicellular organismal process"
"Q17GF2","aae-mir-34-5p"
"Q17GF2","Multicellular organismal process"
"Q17GP3","aae-mir-34-5p"
"Q17GP3","Multicellular organismal process"
"Q17GP4","aae-mir-34-5p"
"Q17GP4","Multicellular organismal process"
"Q17H75","aae-mir-34-5p"
"Q17H75","Multicellular organismal process"
"Q17HS6","aae-mir-34-5p"
"Q17HS6","Multicellular organismal process"
"Q17I67","aae-mir-34-5p"
"Q17I67","Multicellular organismal process"
"Q17IC7","aae-mir-34-5p"
"Q17IC7","Multicellular organismal process"
"Q17IK5","aae-mir-34-5p"
"Q17IK5","Multicellular organismal process"
"Q17IL0","aae-mir-34-5p"
"Q17IL0","Multicellular organismal process"
"Q17J27","aae-mir-34-5p"
"Q17J27","Multicellular organismal process"
"Q17J33","aae-mir-34-5p"
"Q17J33","Multicellular organismal process"
"Q17JY3","aae-mir-34-5p"
"Q17JY3","Multicellular organismal process"
"Q17K58","aae-mir-34-5p"
"Q17K58","Multicellular organismal process"
"Q17K67","aae-mir-34-5p"
"Q17K67","Multicellular organismal process"
"Q17K68","aae-mir-34-5p"
"Q17K68","Multicellular organismal process"
"Q17K92","aae-mir-34-5p"
"Q17K92","Multicellular organismal process"
"Q17K93","aae-mir-34-5p"
"Q17K93","Multicellular organismal process"
"Q17KU1","aae-mir-34-5p"
"Q17KU1","Multicellular organismal process"
"Q17L13","aae-mir-34-5p"
"Q17L13","Multicellular organismal process"
"Q17L66","aae-mir-34-5p"
"Q17L66","Multicellular organismal process"
"Q17L67","aae-mir-34-5p"
"Q17L67","Multicellular organismal process"
"Q17LA6","aae-mir-34-5p"
"Q17LA6","Multicellular organismal process"
"Q17LI9","aae-mir-34-5p"
"Q17LI9","Multicellular organismal process"
"Q17MI1","aae-mir-34-5p"
"Q17MI1","Multicellular organismal process"
"Q17MT6","aae-mir-34-5p"
"Q17MT6","Multicellular organismal process"
"Q17MX1","aae-mir-34-5p"
"Q17MX1","Multicellular organismal process"
"Q17MX6","aae-mir-34-5p"
"Q17MX6","Multicellular organismal process"
"Q17MX7","aae-mir-34-5p"
"Q17MX7","Multicellular organismal process"
"Q17N01","aae-mir-34-5p"
"Q17N01","Multicellular organismal process"
"Q17NC1","aae-mir-34-5p"
"Q17NC1","Multicellular organismal process"
"Q17NE5","aae-mir-34-5p"
"Q17NE5","Multicellular organismal process"
"Q17NG8","aae-mir-34-5p"
"Q17NG8","Multicellular organismal process"
"Q17NJ1","aae-mir-34-5p"
"Q17NJ1","Multicellular organismal process"
